run_accession	biosample	subject_id	hiv_group	repeat_status	mapping_status	analysis_eligible
SRR24784757	SAMN35536325	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784754	SAMN35536328	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784930	SAMN35536288	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784667	SAMN35536296	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784745	SAMN35536336	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784903	SAMN35536253	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784752	SAMN35536330	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784743	SAMN35536338	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784990	SAMN35536371	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784973	SAMN35536387	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784780	SAMN35536258	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784961	SAMN35536398	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784779	SAMN35536321	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784902	SAMN35536271	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784825	SAMN35536255	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785122	SAMN35536284	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785288	SAMN35536308	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785003	SAMN35536360	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784768	SAMN35536322	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784759	SAMN35536323	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785006	SAMN35536357	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784971	SAMN35536389	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784802	SAMN35536293	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785041	SAMN35536301	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784747	SAMN35536334	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784959	SAMN35536400	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784960	SAMN35536399	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785219	SAMN35536298	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785197	SAMN35536300	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785007	SAMN35536356	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784972	SAMN35536388	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784689	SAMN35536294	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785208	SAMN35536299	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784748	SAMN35536333	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784986	SAMN35536375	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785156	SAMN35536254	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785230	SAMN35536297	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785015	SAMN35536251	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784736	SAMN35536344	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784753	SAMN35536329	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784654	SAMN35536268	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784824	SAMN35536291	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784908	SAMN35536290	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784813	SAMN35536292	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784919	SAMN35536289	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784739	SAMN35536341	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784984	SAMN35536377	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784983	SAMN35536378	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784993	SAMN35536369	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784982	SAMN35536379	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784957	SAMN35536401	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784880	SAMN35536273	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784992	SAMN35536370	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784756	SAMN35536326	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784755	SAMN35536327	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784858	SAMN35536275	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784997	SAMN35536365	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785255	SAMN35536257	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784733	SAMN35536347	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784996	SAMN35536366	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785042	SAMN35536256	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784732	SAMN35536348	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785350	SAMN35536270	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784998	SAMN35536364	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785361	SAMN35536269	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784999	SAMN35536363	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785010	SAMN35536353	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785189	SAMN35536278	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784737	SAMN35536343	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784738	SAMN35536342	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784979	SAMN35536381	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785011	SAMN35536352	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785167	SAMN35536280	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785009	SAMN35536354	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785178	SAMN35536279	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785100	SAMN35536286	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784954	SAMN35536404	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785005	SAMN35536358	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784758	SAMN35536324	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785004	SAMN35536359	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785111	SAMN35536285	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784970	SAMN35536390	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784968	SAMN35536391	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784967	SAMN35536392	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784847	SAMN35536276	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784975	SAMN35536385	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784836	SAMN35536277	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784976	SAMN35536384	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784734	SAMN35536346	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784791	SAMN35536320	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784962	SAMN35536397	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784989	SAMN35536372	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784988	SAMN35536373	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784956	SAMN35536402	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784955	SAMN35536403	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784977	SAMN35536383	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24785077	SAMN35536314	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784766	SAMN35536962	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784765	SAMN35536963	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784764	SAMN35536964	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784763	SAMN35536965	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784762	SAMN35536966	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784761	SAMN35536967	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
SRR24784760	SAMN35536968	UNRESOLVED	UNRESOLVED	No repeated BioSample among 718 runs; patient identity not recoverable	BLOCKED	NO
