run_accession	experiment_accession	ena_biosample	secondary_sample	ngdc_biosample	submitted_sample_name	subject_id	published_group	group_evidence	specimen	site	platform	layout	read_length	compressed_bytes	md5	fastq_ftp	host_depletion_provenance	pilot_biological_eligibility
DRR770744	DRX749722	SAMD01673488	DRS538299	SAMC5008593	BALF_131	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	80749268	6c79b7e09391cb7a2670f56db583c155	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770744/DRR770744.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770737	DRX749715	SAMD01673481	DRS538292	SAMC5008586	BALF_124	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	5980358	df76b02e86dd5bb0fbadcb1c93859bf4	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770737/DRR770737.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770745	DRX749723	SAMD01673489	DRS538300	SAMC5008594	BALF_132	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	101072437	9ac2435ed9d3ecec9c6c50a09eaf5ca2	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770745/DRR770745.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770742	DRX749720	SAMD01673486	DRS538297	SAMC5008591	BALF_129	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	161587766	a6f41e9293ca1eb10acdeea5f8df2ac2	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770742/DRR770742.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770747	DRX749725	SAMD01673491	DRS538302	SAMC5008596	BALF_134	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	36025879	692772bb5f4d5f00dbfdec55ead1ec9d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770747/DRR770747.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770748	DRX749726	SAMD01673492	DRS538303	SAMC5008597	BALF_135	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	76458335	98e23fa8ffe71d59180c378a502b1a9a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770748/DRR770748.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770746	DRX749724	SAMD01673490	DRS538301	SAMC5008595	BALF_133	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	421696931	09819c4427fb624afb3a6608e9a5a1ae	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770746/DRR770746.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770751	DRX749729	SAMD01673495	DRS538306	SAMC5008600	BALF_138	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	7260326	226a85ae8756768934fffec3622ce938	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770751/DRR770751.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770749	DRX749727	SAMD01673493	DRS538304	SAMC5008598	BALF_136	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	92667075	baafd4555bb45e6be0303bda7f72e2f5	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770749/DRR770749.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770762	DRX749740	SAMD01673506	DRS538317	SAMC5008611	BALF_149	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	97847624	aa7b42b341b69baf89ef1923614215bd	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770762/DRR770762.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770765	DRX749743	SAMD01673509	DRS538320	SAMC5008614	BALF_152	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	1067744	0ec048e7cfdb2219758c2f72aeaf7aa4	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770765/DRR770765.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770752	DRX749730	SAMD01673496	DRS538307	SAMC5008601	BALF_139	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	11464930	ae1315481eeed6e5d6fdc9c8bfa5dc2f	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770752/DRR770752.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770769	DRX749747	SAMD01673513	DRS538324	SAMC5008618	BALF_156	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	13016337	4b676e1c031fb99b7854baee83174941	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770769/DRR770769.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770756	DRX749734	SAMD01673500	DRS538311	SAMC5008605	BALF_143	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	2115718	205a7419af2047aab905c1099b0c9775	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770756/DRR770756.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770774	DRX749752	SAMD01673518	DRS538329	SAMC5008623	BALF_161	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	84903173	a0efbdb6b215ac565d4bfeab89fa2ccb	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770774/DRR770774.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770759	DRX749737	SAMD01673503	DRS538314	SAMC5008608	BALF_146	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	14383993	f7b98d7daf1da396d7cb366e83c496ec	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770759/DRR770759.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770775	DRX749753	SAMD01673519	DRS538330	SAMC5008624	BALF_162	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	47166204	f4a8712e3a14393bcac374194c1551c5	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770775/DRR770775.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770764	DRX749742	SAMD01673508	DRS538319	SAMC5008613	BALF_151	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	434196	1ecb628c220478142506058f890c8384	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770764/DRR770764.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770778	DRX749756	SAMD01673522	DRS538333	SAMC5008627	BALF_165	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	27195308	97f1e3d89a4bb1f293d9a4bbf3779c9f	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770778/DRR770778.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770779	DRX749757	SAMD01673523	DRS538334	SAMC5008628	BALF_166	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	31009686	a27dcb3776fe8107303adc668d27c871	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770779/DRR770779.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770766	DRX749744	SAMD01673510	DRS538321	SAMC5008615	BALF_153	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	1826211	4bb94ec8e297a133b575ff27041759a7	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770766/DRR770766.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770781	DRX749759	SAMD01673525	DRS538336	SAMC5008630	BALF_168	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	67535297	0933657acdbb2593ca5d1c2aa1e73b1a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770781/DRR770781.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770767	DRX749745	SAMD01673511	DRS538322	SAMC5008616	BALF_154	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	393869114	8ed1485add89903fe1377965fb1902e0	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770767/DRR770767.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770782	DRX749760	SAMD01673526	DRS538337	SAMC5008631	BALF_169	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	19441528	30de834ffb0c9cf44acff6c144e50c9c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770782/DRR770782.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770770	DRX749748	SAMD01673514	DRS538325	SAMC5008619	BALF_157	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	9631901	293ea3ee76c53b613572bd5ec3cddec0	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770770/DRR770770.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770784	DRX749762	SAMD01673528	DRS538339	SAMC5008633	BALF_171	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	61091243	3f22c61e49c58eb4efc8f0db6c38f1f5	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770784/DRR770784.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770772	DRX749750	SAMD01673516	DRS538327	SAMC5008621	BALF_159	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	5519383	3581e874e5e3bb91e30deb49163dc4bf	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770772/DRR770772.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770790	DRX749768	SAMD01673534	DRS538345	SAMC5008639	BALF_177	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	85119360	444842722de37c090bfcb6073652856c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770790/DRR770790.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770777	DRX749755	SAMD01673521	DRS538332	SAMC5008626	BALF_164	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	24982902	d103a04abbd6b07ec7eec76efd576c72	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770777/DRR770777.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770792	DRX749770	SAMD01673536	DRS538347	SAMC5008641	BALF_179	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	76348964	51517f4e851fa02aa6bc43f5328a82f6	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770792/DRR770792.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770780	DRX749758	SAMD01673524	DRS538335	SAMC5008629	BALF_167	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	34907086	bfc84cb6f6151d1f02d15f431dd597cd	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770780/DRR770780.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770798	DRX749776	SAMD01673542	DRS538353	SAMC5008647	BALF_185	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	46659598	40a6c5194ae777732695ac8723a4b7cb	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770798/DRR770798.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770786	DRX749764	SAMD01673530	DRS538341	SAMC5008635	BALF_173	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	108119320	40667325b63365b8c9c76ba9e5bfe1ea	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770786/DRR770786.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770800	DRX749778	SAMD01673544	DRS538355	SAMC5008649	BALF_187	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	46549035	ca6a3cbdf2be7f18410910378150bfd5	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770800/DRR770800.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770802	DRX749780	SAMD01673546	DRS538357	SAMC5008651	BALF_189	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	29382321	74c522d216d78d2b9d4c51c318f7d1c1	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770802/DRR770802.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770788	DRX749766	SAMD01673532	DRS538343	SAMC5008637	BALF_175	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	65660364	195b24aa3a743c415549ed85c2686386	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770788/DRR770788.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770805	DRX749783	SAMD01673549	DRS538360	SAMC5008654	BALF_192	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	71591586	7fa18f624c0813916972c3f1bd16962f	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770805/DRR770805.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770789	DRX749767	SAMD01673533	DRS538344	SAMC5008638	BALF_176	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	210702	e082d1a6051b8a57806a9c0e8f14e5da	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770789/DRR770789.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770806	DRX749784	SAMD01673550	DRS538361	SAMC5008655	BALF_193	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	11998928	ebaeefd95cfe854d436e9d5748f4a835	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770806/DRR770806.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770791	DRX749769	SAMD01673535	DRS538346	SAMC5008640	BALF_178	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	155379008	ceecb610b3e6482e2b805ce1173c6fe6	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770791/DRR770791.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770809	DRX749787	SAMD01673553	DRS538364	SAMC5008658	BALF_196	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	47148813	592ae910d317daff866dab6bf36d6d54	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770809/DRR770809.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770799	DRX749777	SAMD01673543	DRS538354	SAMC5008648	BALF_186	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	32230571	3f8100f989d407f71f2a50322fd64bd3	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770799/DRR770799.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770811	DRX749789	SAMD01673555	DRS538366	SAMC5008660	BALF_198	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	10151114	5f1db3dec1c991f71eca8cf867e179df	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770811/DRR770811.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770813	DRX749791	SAMD01673557	DRS538368	SAMC5008662	BALF_200	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	1752491	64b554c7252a6e92a65c4a32abc75c4b	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770813/DRR770813.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770814	DRX749792	SAMD01673558	DRS538369	SAMC5008663	BALF_201	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	26177223	0263872edd4790822fb1ddf0a931773a	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770814/DRR770814.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770816	DRX749794	SAMD01673560	DRS538371	SAMC5008665	BALF_203	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	13818740	920f905ae9574e0deaf8df63ffa7707c	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770816/DRR770816.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770817	DRX749795	SAMD01673561	DRS538372	SAMC5008666	BALF_204	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	8477326	e72240ff754eddd66e58ef05615e1cba	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770817/DRR770817.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770818	DRX749796	SAMD01673562	DRS538373	SAMC5008667	BALF_205	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	124167558	a1344ab92fe610f1f82b987ddd26650e	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770818/DRR770818.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770819	DRX749797	SAMD01673563	DRS538374	SAMC5008668	BALF_206	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	86546466	a6946102aa02099c807f0e17f47f770f	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770819/DRR770819.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770822	DRX749800	SAMD01673566	DRS538377	SAMC5008671	BALF_209	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	109589477	f25eaec0defb17b2699c9cca516052ab	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770822/DRR770822.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770820	DRX749798	SAMD01673564	DRS538375	SAMC5008669	BALF_207	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	95585155	90ab14ea20b6422694f3cba2517a1209	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770820/DRR770820.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770825	DRX749803	SAMD01673569	DRS538380	SAMC5008674	BALF_212	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	112689057	95ebc17a9ae95d6129a77748e172765d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770825/DRR770825.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770821	DRX749799	SAMD01673565	DRS538376	SAMC5008670	BALF_208	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	45287266	dab3795a61ea4a9821c2324459509878	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770821/DRR770821.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770829	DRX749807	SAMD01673573	DRS538384	SAMC5008678	BALF_216	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	134267552	969878d2afebf1ae987be7803f7ba6d8	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770829/DRR770829.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770828	DRX749806	SAMD01673572	DRS538383	SAMC5008677	BALF_215	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	58736027	38cc9bda56825ec81837447cab9c9969	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770828/DRR770828.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770830	DRX749808	SAMD01673574	DRS538385	SAMC5008679	BALF_217	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	108764165	a924d8b4e4a3d430585f2e15b51065f8	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770830/DRR770830.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
