diagnosis	species	context	group_detected	group_total	group_detect_rate	rest_detected	rest_total	rest_detect_rate	detect_rate_delta	group_median_fraction	rest_median_fraction	median_fraction_delta	fisher_p	bh_fdr	priority_score
Fungal infection	Bradyrhizobium sp. SK17	other_taxon	1	78	0.01282	5	322	0.01553	-0.00271	0.00000000	0.00000000	0.00000000	1	1	-0.02710
Fungal infection	Lactuca sativa	other_taxon	1	78	0.01282	5	322	0.01553	-0.00271	0.00000000	0.00000000	0.00000000	1	1	-0.02710
Fungal infection	Methylotenera versatilis	other_taxon	1	78	0.01282	5	322	0.01553	-0.00271	0.00000000	0.00000000	0.00000000	1	1	-0.02710
Fungal infection	Neomicrococcus aestuarii	other_taxon	1	78	0.01282	5	322	0.01553	-0.00271	0.00000000	0.00000000	0.00000000	1	1	-0.02710
Fungal infection	Pauljensenia hongkongensis	other_taxon	1	78	0.01282	5	322	0.01553	-0.00271	0.00000000	0.00000000	0.00000000	1	1	-0.02710
Fungal infection	Porphyromonas somerae	other_taxon	1	78	0.01282	5	322	0.01553	-0.00271	0.00000000	0.00000000	0.00000000	1	1	-0.02710
Fungal infection	Prevotella buccalis	other_taxon	1	78	0.01282	5	322	0.01553	-0.00271	0.00000000	0.00000000	0.00000000	1	1	-0.02710
Fungal infection	Sphingomonas sp. LK11	other_taxon	1	78	0.01282	5	322	0.01553	-0.00271	0.00000000	0.00000000	0.00000000	1	1	-0.02710
Fungal infection	Neisseria sicca	other_taxon	7	78	0.08974	30	322	0.09317	-0.00342	0.00000000	0.00000000	0.00000000	1	1	-0.03420
Fungal infection	Acinetobacter johnsonii	other_taxon	5	78	0.06410	22	322	0.06832	-0.00422	0.00000000	0.00000000	0.00000000	1	1	-0.04220
Fungal infection	Streptococcus rubneri	other_taxon	3	78	0.03846	14	322	0.04348	-0.00502	0.00000000	0.00000000	0.00000000	1	1	-0.05020
Fungal infection	Streptococcus sp. A12	other_taxon	3	78	0.03846	14	322	0.04348	-0.00502	0.00000000	0.00000000	0.00000000	1	1	-0.05020
Fungal infection	Schaalia odontolytica	other_taxon	10	78	0.12821	43	322	0.13354	-0.00534	0.00000000	0.00000000	0.00000000	1	1	-0.05340
Fungal infection	Capnocytophaga sp. oral taxon 878	other_taxon	2	78	0.02564	10	322	0.03106	-0.00541	0.00000000	0.00000000	0.00000000	1	1	-0.05410
Fungal infection	Fusobacterium hwasookii	other_taxon	2	78	0.02564	10	322	0.03106	-0.00541	0.00000000	0.00000000	0.00000000	1	1	-0.05410
Fungal infection	Sphingomonas paucimobilis	other_taxon	2	78	0.02564	10	322	0.03106	-0.00541	0.00000000	0.00000000	0.00000000	1	1	-0.05410
Fungal infection	Kocuria palustris	other_taxon	1	78	0.01282	6	322	0.01863	-0.00581	0.00000000	0.00000000	0.00000000	1	1	-0.05810
Fungal infection	Leptotrichia hongkongensis	other_taxon	1	78	0.01282	6	322	0.01863	-0.00581	0.00000000	0.00000000	0.00000000	1	1	-0.05810
Fungal infection	Leptotrichia trevisanii	other_taxon	1	78	0.01282	6	322	0.01863	-0.00581	0.00000000	0.00000000	0.00000000	1	1	-0.05810
Fungal infection	Neisseria cinerea	other_taxon	1	78	0.01282	6	322	0.01863	-0.00581	0.00000000	0.00000000	0.00000000	1	1	-0.05810
Fungal infection	Prevotella copri	other_taxon	1	78	0.01282	6	322	0.01863	-0.00581	0.00000000	0.00000000	0.00000000	1	1	-0.05810
Fungal infection	Sphingobium sp. YG1	other_taxon	1	78	0.01282	6	322	0.01863	-0.00581	0.00000000	0.00000000	0.00000000	1	1	-0.05810
Fungal infection	Treponema sp. OMZ 857	other_taxon	1	78	0.01282	6	322	0.01863	-0.00581	0.00000000	0.00000000	0.00000000	1	1	-0.05810
Fungal infection	Moraxella osloensis	other_taxon	7	78	0.08974	31	322	0.09627	-0.00653	0.00000000	0.00000000	0.00000000	1	1	-0.06530
Fungal infection	Neisseria mucosa	other_taxon	7	78	0.08974	31	322	0.09627	-0.00653	0.00000000	0.00000000	0.00000000	1	1	-0.06530
Fungal infection	Staphylococcus hominis	other_taxon	6	78	0.07692	27	322	0.08385	-0.00693	0.00000000	0.00000000	0.00000000	1	1	-0.06930
Fungal infection	Streptococcus gwangjuense	other_taxon	6	78	0.07692	27	322	0.08385	-0.00693	0.00000000	0.00000000	0.00000000	1	1	-0.06930
Fungal infection	Capnocytophaga ochracea	other_taxon	2	78	0.02564	11	322	0.03416	-0.00852	0.00000000	0.00000000	0.00000000	1	1	-0.08520
Fungal infection	Morococcus cerebrosus	other_taxon	2	78	0.02564	11	322	0.03416	-0.00852	0.00000000	0.00000000	0.00000000	1	1	-0.08520
Fungal infection	Aggregatibacter sp. Marseille-P9115	other_taxon	1	78	0.01282	7	322	0.02174	-0.00892	0.00000000	0.00000000	0.00000000	1	1	-0.08920
Fungal infection	Neisseria gonorrhoeae	other_taxon	1	78	0.01282	7	322	0.02174	-0.00892	0.00000000	0.00000000	0.00000000	1	1	-0.08920
Fungal infection	Streptococcus mutans	other_taxon	1	78	0.01282	7	322	0.02174	-0.00892	0.00000000	0.00000000	0.00000000	1	1	-0.08920
Fungal infection	Streptococcus thermophilus	other_taxon	1	78	0.01282	7	322	0.02174	-0.00892	0.00000000	0.00000000	0.00000000	1	1	-0.08920
Fungal infection	Streptococcus sanguinis	other_taxon	8	78	0.10256	36	322	0.11180	-0.00924	0.00000000	0.00000000	0.00000000	1	1	-0.09240
Fungal infection	Achromobacter xylosoxidans	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Acidovorax sp. JMULE5	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Acinetobacter bereziniae	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Acinetobacter ursingii	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Actinomyces sp. HMT 175	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Actinomyces viscosus	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Aeromonas salmonicida	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Arachnia rubra	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Bacillus cereus	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Bacteroides fragilis	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Bacteroides xylanisolvens	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Bradyrhizobium sp. 6(2017)	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Bradyrhizobium sp. BTAi1	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Brevundimonas pondensis	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Burkholderia cepacia	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Burkholderia contaminans	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Caldibacillus thermoamylovorans	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Campylobacter curvus	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Chryseobacterium taklimakanense	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Conchiformibius steedae	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Corynebacterium diphtheriae	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Corynebacterium resistens	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Cupriavidus necator	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Cupriavidus sp. USMAA2-4	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Empedobacter falsenii	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Helianthus annuus	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Kingella potus	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Kocuria rhizophila	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Lactobacillus iners	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Leptotrichia sp. oral taxon 218	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Mesorhizobium terrae	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Methylobacterium organophilum	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Methylobacterium phyllosphaerae	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Methylotenera mobilis	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Neisseria chenwenguii	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Neisseria wadsworthii	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Nicotiana attenuata	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Novosphingobium sp. EMRT-2	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Paracoccus marcusii	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Parascardovia denticolens	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Porphyromonas asaccharolytica	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Pseudomonas chengduensis	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Pseudomonas oleovorans	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Pseudomonas sp. phDV1	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Pseudomonas wenzhouensis	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Pseudoprevotella muciniphila	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Ralstonia solanacearum	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Sphingomonas sp. AAP5	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Staphylococcus pettenkoferi	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Staphylococcus saprophyticus	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Treponema putidum	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Treponema sp. OMZ 803	other_taxon	0	78	0.00000	3	322	0.00932	-0.00932	0.00000000	0.00000000	0.00000000	1	1	-0.09320
Fungal infection	Streptococcus sp. HSISM1	other_taxon	4	78	0.05128	20	322	0.06211	-0.01083	0.00000000	0.00000000	0.00000000	1	1	-0.10830
Fungal infection	Lachnoanaerobaculum umeaense	other_taxon	2	78	0.02564	12	322	0.03727	-0.01163	0.00000000	0.00000000	0.00000000	1	1	-0.11630
Fungal infection	Neisseria sp. oral taxon 014	other_taxon	2	78	0.02564	12	322	0.03727	-0.01163	0.00000000	0.00000000	0.00000000	1	1	-0.11630
Fungal infection	Aggregatibacter segnis	other_taxon	1	78	0.01282	8	322	0.02484	-0.01202	0.00000000	0.00000000	0.00000000	1	1	-0.12020
Fungal infection	Candidatus Minimicrobia vallesae	other_taxon	1	78	0.01282	8	322	0.02484	-0.01202	0.00000000	0.00000000	0.00000000	1	1	-0.12020
Fungal infection	Granulicatella elegans	other_taxon	1	78	0.01282	8	322	0.02484	-0.01202	0.00000000	0.00000000	0.00000000	1	1	-0.12020
Fungal infection	Neisseria lactamica	other_taxon	1	78	0.01282	8	322	0.02484	-0.01202	0.00000000	0.00000000	0.00000000	1	1	-0.12020
Fungal infection	Paraburkholderia fungorum	other_taxon	1	78	0.01282	8	322	0.02484	-0.01202	0.00000000	0.00000000	0.00000000	1	1	-0.12020
Fungal infection	Gemella sanguinis	other_taxon	8	78	0.10256	37	322	0.11491	-0.01234	0.00000000	0.00000000	0.00000000	0.844164	1	-0.12340
Fungal infection	Abyssicoccus albus	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Actinomyces sp. oral taxon 171	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Agrobacterium tumefaciens	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Bifidobacterium dentium	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Brevibacterium casei	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Burkholderia cenocepacia	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Burkholderia stagnalis	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Carnobacterium maltaromaticum	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Cloacibacterium caeni	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Cupriavidus pauculus	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Desulfomicrobium orale	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Desulfovibrio sp. G11	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Hydrogenophilus thermoluteolus	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Kingella oralis	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Klebsiella variicola	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Leptotrichia hofstadii	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Leptotrichia sp. oral taxon 498	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Metamycoplasma orale	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Mycobacterium sp. YC-RL4	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Neisseria animalis	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Neisseria brasiliensis	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Neisseria sp. KEM232	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Neisseria weixii	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Paraburkholderia aromaticivorans	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Paraburkholderia phytofirmans	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Paracoccus sp. Arc7-R13	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Porphyromonas crevioricanis	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Psychrobacter sanguinis	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Schlegelella aquatica	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Selenomonas timonae	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Serratia marcescens	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Sphingobium yanoikuyae	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Sphingomonas sanguinis	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Sphingomonas sp. NIC1	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Staphylococcus pasteuri	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Treponema sp. OMZ 305	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Uruburuella suis	other_taxon	0	78	0.00000	4	322	0.01242	-0.01242	0.00000000	0.00000000	0.00000000	1	1	-0.12420
Fungal infection	Malassezia restricta	other_taxon	5	78	0.06410	25	322	0.07764	-0.01354	0.00000000	0.00000000	0.00000000	0.813758	1	-0.13540
Fungal infection	Capnocytophaga endodontalis	other_taxon	2	78	0.02564	13	322	0.04037	-0.01473	0.00000000	0.00000000	0.00000000	0.745264	1	-0.14730
Fungal infection	Streptococcus intermedius	other_taxon	2	78	0.02564	13	322	0.04037	-0.01473	0.00000000	0.00000000	0.00000000	0.745264	1	-0.14730
Fungal infection	Acinetobacter guillouiae	other_taxon	1	78	0.01282	9	322	0.02795	-0.01513	0.00000000	0.00000000	0.00000000	0.694344	1	-0.15130
Fungal infection	Actinomyces naeslundii	other_taxon	1	78	0.01282	9	322	0.02795	-0.01513	0.00000000	0.00000000	0.00000000	0.694344	1	-0.15130
Fungal infection	Actinomyces oris	other_taxon	1	78	0.01282	9	322	0.02795	-0.01513	0.00000000	0.00000000	0.00000000	0.694344	1	-0.15130
Fungal infection	Aggregatibacter aphrophilus	other_taxon	1	78	0.01282	9	322	0.02795	-0.01513	0.00000000	0.00000000	0.00000000	0.694344	1	-0.15130
Fungal infection	Arachnia propionica	other_taxon	1	78	0.01282	9	322	0.02795	-0.01513	0.00000000	0.00000000	0.00000000	0.694344	1	-0.15130
Fungal infection	Corynebacterium accolens	other_taxon	1	78	0.01282	9	322	0.02795	-0.01513	0.00000000	0.00000000	0.00000000	0.694344	1	-0.15130
Fungal infection	Corynebacterium macginleyi	other_taxon	1	78	0.01282	9	322	0.02795	-0.01513	0.00000000	0.00000000	0.00000000	0.694344	1	-0.15130
Fungal infection	Corynebacterium segmentosum	other_taxon	1	78	0.01282	9	322	0.02795	-0.01513	0.00000000	0.00000000	0.00000000	0.694344	1	-0.15130
Fungal infection	Dialister pneumosintes	other_taxon	1	78	0.01282	9	322	0.02795	-0.01513	0.00000000	0.00000000	0.00000000	0.694344	1	-0.15130
Fungal infection	Leptotrichia sp. oral taxon 221	other_taxon	1	78	0.01282	9	322	0.02795	-0.01513	0.00000000	0.00000000	0.00000000	0.694344	1	-0.15130
Fungal infection	Prevotella dentalis	other_taxon	1	78	0.01282	9	322	0.02795	-0.01513	0.00000000	0.00000000	0.00000000	0.694344	1	-0.15130
Fungal infection	Streptococcus constellatus	other_taxon	1	78	0.01282	9	322	0.02795	-0.01513	0.00000000	0.00000000	0.00000000	0.694344	1	-0.15130
Fungal infection	Streptococcus sp. 1643	other_taxon	1	78	0.01282	9	322	0.02795	-0.01513	0.00000000	0.00000000	0.00000000	0.694344	1	-0.15130
Fungal infection	Burkholderia ubonensis	other_taxon	0	78	0.00000	5	322	0.01553	-0.01553	0.00000000	0.00000000	0.00000000	0.587936	1	-0.15530
Fungal infection	Cutibacterium modestum	other_taxon	0	78	0.00000	5	322	0.01553	-0.01553	0.00000000	0.00000000	0.00000000	0.587936	1	-0.15530
